StationID,FAS_0p100_,FAS_0p150_,FAS_0p200_,FAS_0p250_,FAS_0p300_,FAS_0p400_,FAS_0p500_,FAS_0p750_,FAS_1p000_,FAS_1p500_,FAS_2p000_
BK.HUMO,-1.8252933679021222,-0.8301655374067112,-1.0587466372400418,-1.619420443067496,-1.5018922589207981,-0.6502989306071685,-0.6347035496924813,-1.0154390566177294,-0.7962970611089917,,
CC.CARB,0.16031688055539553,-0.034652207130832974,-0.31403122574220765,-0.20096204751095798,-0.1598704289758403,-0.25585255741413276,-0.3888494509100959,-0.27015991289200786,-0.2148398234885251,-0.21948108254320287,-0.2465238124987014
CC.JRO,,0.4086613579964059,0.14757357413660088,-0.13576863759442928,-0.31239772582764236,0.011411033535814553,-0.2347802802992356,0.41547841892390597,-0.01423999230236686,-0.15740318447272114,-0.15026250904198968
CC.OBSR,1.2185402651119617,1.1957220064899419,0.8916370007117929,0.8737094706884756,0.8481421053549161,0.7136508542734643,0.8554717091344981,1.0265791537514053,1.0909800101116294,0.4713289778280082,0.4658722749955601
CC.PANH,0.4225979504325917,0.3368491187977999,0.30452482613413434,0.4780552963521556,0.5348651442084161,1.1635359839673185,1.4391629606184284,0.34696031488992835,-0.035218174305653396,-0.21341476322161518,-0.5925930672309717
CC.PR01,0.334283491635654,0.5183091869968706,-0.36071454095913164,-0.24335437494245116,-0.32768524260038595,-0.42387283606657516,-0.5039145835258834,-0.43355643868551674,-0.28503003512525577,-0.27560769061209317,-0.3703186186175723
CC.PR02,,0.19424601649809908,-0.5048023764512063,-0.2893049704235541,-0.42526682195694165,-0.44571322256809104,0.08652474024119797,0.09742962300779567,0.015502073001588599,-0.11568614981301124,-0.3440351157284304
CC.PR03,,,0.8793549886609119,0.2896608154275187,-0.00848263063969818,-0.4001120342432258,-0.6043775860167444,-0.6752906547223526,-0.39949614168426795,-0.40827035153495483,-0.31050091220555215
CC.PR04,0.3009689603155925,0.03603857403435656,0.2023676222776952,0.12172331754119135,-0.07622595077783534,0.08466241533440398,-0.005326060648825845,0.3712962179825712,0.5313184108558985,-0.22059572997837518,-0.18761607945683978
CC.PR05,0.08408335991753352,0.036317082101464185,-0.3760580025135821,-0.3069034021908309,-0.6349039555481873,-0.6226926768611566,-0.7224872735304797,-0.5955526990043687,-0.1833557872099296,-0.39473726173905926,-0.5582341262842926
CC.RUSH,,,0.6973874309905838,0.2661142134139768,-0.039737321486775175,0.10415899550166843,0.1628974941406343,0.5116267768869405,0.7880547082907595,0.32720641274533135,0.12023852039338562
CC.SEP,-0.11779641606309342,0.028397703226487436,-0.06486447354089077,-0.47453464052871763,-0.6184667854210447,-0.04104942598066952,-0.04350425340362438,-0.26715529537606675,-0.1851563814678193,-0.25138300790315016,0.977918008345059
CC.STD,1.485333326685771,1.5788821060943026,1.0571629624932088,0.8579867639367679,0.6748214250252647,0.5842618841364,0.2570718485038745,0.09951468174261242,0.5513015312428531,-0.23279885590298668,-0.4295143275831189
CC.VALT,0.23441337164533732,0.41179258000450997,0.8849755687620596,1.0483261205212657,1.1143549893489797,1.1961493357353599,1.2127053358277406,1.2124447875071975,0.6913053977528643,0.9023844724261014,0.9840001622436614
